saddle,6
eleven,6
at,2
sing,4
direct,6
game,4
yes,3
spent,5
including,9
raw,3
pleasure,8
youth,5
drove,5
solution,8
born,4
tonight,7
pictured,8
nobody,6
master,6
substance,9
there,5
band,4
vast,4
smaller,7
west,4
check,5
caught,6
pie,3
height,6
pour,4
usual,5
enjoy,5
tape,4
class,5
oil,3
greatest,8
wore,4
corn,4
young,5
blind,5
sand,4
climb,5
shelter,7
meal,4
wet,3
go,2
managed,7
shape,5
question,8
goes,4
coffee,6
no,2
contain,7
activity,8
machine,7
its,3
heat,4
pack,4
warn,4
jungle,6
day,3
rather,6
radio,5
raw,3
donkey,6
box,3
mental,6
both,4
straight,8
usually,7
adult,5
graph,5
hung,4
pig,3
beside,6
see,3
blew,4
quiet,5
police,6
scene,5
at,2
arrange,7
imagine,7
arrow,5
practice,8
save,4
son,3
well,4
swung,5
wool,4
wool,4
collect,7
box,3
mental,6
variety,7
slight,6
question,8
done,4
allow,5
leaving,7
negative,8
matter,6
continued,9
page,4
eaten,5
shoot,5
rule,4
opposite,8
program,7
drink,5
doctor,6
noun,4
further,7
pick,4
pine,4
earn,4
home,4
city,4
rule,4
diameter,8
machine,7
opinion,7
table,5
his,3
hot,3
compare,7
larger,6
than,4
third,5
studying,8
ball,4
adjective,9
village,7
know,4
planned,7
practice,8
cross,5
characteristic,14
fact,4
equator,7
baby,4
thumb,5
completely,10
phrase,6
growth,6
knife,5
tail,4
species,7
answer,6
company,7
cup,3
cost,4
motor,5
waste,5
become,6
amount,6
finest,6
carefully,9
although,8
meat,4
beauty,6
machinery,9
clear,5
fierce,6
language,8
adult,5
eat,3
stone,5
perfect,7
teeth,5
about,5
heard,5
choice,6
art,3
heading,7
newspaper,9
degree,6
shop,4
system,6
under,5
lose,4
herself,7
tomorrow,8
simplest,8
airplane,8
society,7
private,7
research,8
hurry,5
discover,8
visitor,7
high,4
invented,8
gather,6
problem,7
said,4
substance,9
listen,6
foreign,7
leader,6
alone,5
toy,3
activity,8
word,4
imagine,7
corn,4
made,4
traffic,7
major,5
storm,5
accident,8
birthday,8
heat,4
horn,4
blanket,7
supply,6
copper,6
is,2
smile,5
later,5
period,6
coast,5
plane,5
later,5
life,4
lungs,5
yourself,8
serve,5
send,4
population,10
star,4
powder,6
native,6
got,3
brother,7
shout,5
only,4
gold,4
pull,4
us,2
merely,6
breath,6
author,6
since,5
these,5
mixture,7
never,5
fully,5
lost,4
led,3
softly,6
held,4
lower,5
comfortable,11
blank,5
per,3
wall,4
seat,4
sheep,5
seven,5
classroom,9
thou,4
gently,6
noun,4
nothing,7
late,4
during,6
sort,4
follow,6
cowboy,6
corn,4
hope,4
chapter,7
order,5
source,6
game,4
instrument,10
member,6
search,6
honor,5
knew,4
fur,3
problem,7
fallen,6
swam,4
author,6
kept,4
wrapped,7
weak,4
court,5
clothes,7
pressure,8
wore,4
health,6
lamp,4
explain,7
may,3
greater,7
run,3
contrast,8
mysterious,10
graph,5
neighbor,8
rough,5
decide,6
together,8
pattern,7
quickly,7
private,7
worth,5
plenty,6
simply,6
castle,6
loss,4
men,3
on,2
case,4
leader,6
social,6
quick,5
automobile,10
aloud,5
graph,5
little,6
adjective,9
seven,5
chain,5
obtain,6
business,8
at,2
opposite,8
biggest,7
pencil,6
term,4
weak,4
south,5
step,4
ranch,5
live,4
ship,4
nice,4
whispered,9
east,4
teeth,5
total,5
palace,6
announced,9
noun,4
dirty,5
farm,4
slave,5
second,6
atomic,6
bit,3
nest,4
chair,5
mood,4
moment,6
dead,4
better,6
select,6
sat,3
factor,6
attempt,7
thank,5
advice,6
people,6
tip,3
grew,4
primitive,9
man,3
record,6
swing,5
fed,3
education,9
leg,3
atmosphere,10
farmer,6
badly,5
lungs,5
farmer,6
invented,8
read,4
mostly,6
built,5
world,5
asleep,6
balance,7
flag,4
very,4
mistake,7
above,5
grain,5
atomic,6
parallel,8
earlier,7
girl,4
pole,4
cat,3
equally,7
right,5
fuel,4
former,6
shut,4
step,4
speak,5
skill,5
shape,5
shall,5
built,5
stared,6
shoe,4
ocean,5
stove,5
tell,4
paragraph,9
meal,4
cheese,6
tide,4
telephone,9
first,5
eight,5
earn,4
lamp,4
poor,4
fat,3
musical,7
dropped,7
measure,7
dog,3
tip,3
health,6
describe,8
yesterday,9
definition,10
dollar,6
badly,5
danger,6
definition,10
child,5
remain,6
remarkable,10
whenever,8
both,4
wolf,4
indicate,8
reach,5
entirely,8
make,4
opposite,8
movie,5
aware,5
dig,3
jungle,6
care,4
rain,4
main,4
wave,4
education,9
shore,5
contrast,8
noise,5
instant,7
meal,4
was,3
cause,5
brick,5
serve,5
amount,6
has,3
process,7
accident,8
copper,6
enter,5
change,6
soap,4
harder,6
face,4
full,4
silly,5
quiet,5
action,6
top,3
roll,4
electric,8
summer,6
stick,5
not,3
birthday,8
stream,6
strike,6
limited,7
she,3
into,4
raise,5
behavior,8
influence,9
hour,4
ranch,5
occasionally,12
grown,5
sale,4
together,8
nor,3
doing,5
now,3
way,3
along,5
happen,6
produce,7
whether,7
peace,5
stranger,8
was,3
printed,7
collect,7
animal,6
steep,5
highway,7
kitchen,7
nobody,6
limited,7
split,5
forest,6
stream,6
held,4
forty,5
mirror,6
certain,7
breath,6
stopped,7
blue,4
call,4
neighborhood,12
rush,4
draw,4
jump,4
goes,4
position,8
yesterday,9
earth,5
hole,4
actually,8
older,5
frame,5
swept,5
west,4
major,5
bone,4
measure,7
at,2
correctly,9
running,7
feel,4
slept,5
storm,5
box,3
cage,4
shelf,5
arrow,5
park,4
stand,5
straight,8
consider,8
or,2
noun,4
search,6
sides,5
run,3
plain,5
beginning,9
spring,6
none,4
motion,6
dust,4
meet,4
southern,8
pale,4
castle,6
refused,7
sense,5
wheat,5
manner,6
house,5
mark,4
back,4
compound,8
fine,4
quite,5
movie,5
along,5
being,5
dollar,6
has,3
inside,6
sister,6
wing,4
exercise,8
rate,4
until,5
choice,6
took,4
return,6
whenever,8
warm,4
supply,6
sand,4
proud,5
die,3
indicate,8
recent,6
die,3
bell,4
pain,4
factory,7
show,4
everybody,9
cell,4
protection,10
nothing,7
begun,5
suit,4
anyway,6
mill,4
never,5
possible,8
rate,4
vowel,5
time,4
check,5
older,5
wire,4
take,4
operation,9
damage,6
tank,4
element,7
cup,3
orbit,5
curious,7
salmon,6
jet,3
root,4
went,4
children,8
were,4
shirt,5
weak,4
gave,4
situation,9
color,5
sense,5
understanding,13
table,5
tie,3
grass,5
organization,12
capital,7
reach,5
whistle,7
directly,8
size,4
grabbed,7
chart,5
luck,4
truck,5
family,6
rocky,5
flight,6
labor,5
lady,4
twenty,6
caught,6
shout,5
summer,6
east,4
opinion,7
fresh,5
television,10
nervous,7
neighbor,8
danger,6
plus,4
left,4
plain,5
attention,9
join,4
cake,4
dream,5
short,5
connected,9
pound,5
discover,8
college,7
better,6
lead,4
dropped,7
stomach,7
exclaimed,9
instead,7
move,4
sheet,5
interior,8
central,7
pool,4
fifteen,7
hope,4
health,6
stared,6
comfortable,11
popular,7
kept,4
gradually,9
indicate,8
entire,6
perhaps,7
smaller,7
appropriate,11
donkey,6
road,4
short,5
affect,6
nearer,6
potatoes,8
key,3
dirt,4
garage,6
hat,3
graph,5
laid,4
pale,4
military,8
yourself,8
onto,4
proud,5
sing,4
chemical,8
usually,7
behind,6
basis,5
suppose,7
partly,6
can,3
married,7
attached,8
allow,5
wish,4
fastened,8
deeply,6
stepped,7
want,4
occasionally,12
feature,7
spring,6
situation,9
general,7
band,4
queen,5
hot,3
enough,6
there,5
picture,7
glass,5
none,4
burn,4
produce,7
whale,5
noted,5
triangle,8
use,3
themselves,10
leg,3
fun,3
glad,4
steam,5
attention,9
wool,4
been,4
game,4
stay,4
tobacco,7
produce,7
composition,11
collect,7
rays,4
arrive,6
knowledge,9
expression,10
hope,4
cloud,5
bag,3
direct,6
aware,5
manufacturing,13
chapter,7
farmer,6
sitting,7
stranger,8
he,2
hope,4
offer,5
satisfied,9
although,8
title,5
your,4
explanation,11
row,3
caught,6
after,5
scale,5
phrase,6
lungs,5
this,4
me,2
thy,3
differ,6
review,6
exercise,8
ability,7
wolf,4
slow,4
track,5
image,5
twelve,6
spoken,6
center,6
cabin,5
accident,8
price,5
sign,4
ask,3
brass,5
exchange,8
count,5
lot,3
gun,3
home,4
package,7
man,3
four,4
type,4
north,5
before,6
store,5
family,6
equator,7
happen,6
month,5
do,2
one,3
someone,7
slipped,7
fireplace,9
school,6
bring,5
fewer,5
teach,5
course,6
stopped,7
during,6
mean,4
chair,5
skill,5
sometime,8
triangle,8
electricity,11
whistle,7
cake,4
instant,7
eaten,5
safe,4
they,4
lake,4
those,5
band,4
nest,4
eaten,5
printed,7
elephant,8
transportation,14
excellent,9
chamber,7
orbit,5
attached,8
advice,6
try,3
somebody,8
saddle,6
table,5
cutting,7
time,4
card,4
experiment,10
offer,5
son,3
driven,6
outer,5
industrial,10
sand,4
level,5
outside,7
your,4
court,5
former,6
taste,5
cook,4
ice,3
queen,5
round,5
official,8
steep,5
sound,5
us,2
least,5
parent,6
neighborhood,12
lost,4
doll,4
involved,8
run,3
bad,3
return,6
title,5
raw,3
surrounded,10
block,5
doubt,5
feature,7
location,8
dropped,7
weight,6
chapter,7
stiff,5
village,7
morning,7
bowl,4
coal,4
contain,7
society,7
pure,4
swung,5
crew,4
fewer,5
positive,8
quickly,7
fresh,5
escape,6
but,3
reach,5
forgotten,9
differ,6
fifth,5
name,4
after,5
repeat,6
tall,4
bark,4
foot,4
cap,3
warn,4
fox,3
steam,5
grass,5
directly,8
frighten,8
plan,4
three,5
flag,4
see,3
seen,4
level,5
race,4
sitting,7
dawn,4
indicate,8
north,5
like,4
done,4
musical,7
still,5
rabbit,6
production,10
must,4
jack,4
back,4
doubt,5
cookies,7
care,4
earth,5
cannot,6
close,5
gradually,9
say,3
piece,5
perhaps,7
point,5
thank,5
deer,4
fed,3
sides,5
come,4
influence,9
belong,6
allow,5
underline,9
electric,8
step,4
said,4
grandfather,11
guard,5
all,3
recently,8
therefore,9
whispered,9
hello,5
cat,3
to,2
stood,5
bear,4
stretch,7
apple,5
mass,4
loose,5
limited,7
type,4
balance,7
fact,4
string,6
whatever,8
knew,4
draw,4
horn,4
bowl,4
tree,4
then,4
atmosphere,10
suppose,7
dot,3
arrow,5
own,3
please,6
men,3
learn,5
kind,4
example,7
for,3
mountain,8
prize,5
usual,5
calm,4
weight,6
since,5
sleep,5
customs,7
judge,5
piano,5
flat,4
proper,6
growth,6
belong,6
division,8
aside,5
president,9
least,5
dish,4
ordinary,8
proud,5
tonight,7
composed,8
boy,3
escape,6
sad,3
fruit,5
ask,3
reader,6
smallest,8
month,5
applied,7
bicycle,7
swung,5
whether,7
possible,8
orbit,5
pile,4
ring,4
failed,6
evening,7
declared,8
poet,4
found,5
percent,7
desk,4
tomorrow,8
object,6
bridge,6
summer,6
ago,3
mental,6
joy,3
barn,4
build,5
office,6
definition,10
happy,5
break,5
chosen,6
finish,6
personal,8
spent,5
beautiful,9
page,4
began,5
copy,4
trouble,7
moving,6
white,5
balloon,7
eleven,6
process,7
heard,5
wish,4
full,4
earn,4
sides,5
white,5
indeed,6
student,7
invented,8
put,3
struck,6
reach,5
lose,4
move,4
browserling,11
compass,7
gasoline,8
death,5
cloth,5
planning,8
capital,7
twice,5
ants,4
her,3
join,4
mine,4
system,6
musical,7
joy,3
baseball,8
smoke,5
here,4
usually,7
wash,4
powder,6
talk,4
since,5
independent,11
tie,3
discussion,10
pattern,7
gather,6
stretch,7
whether,7
duck,4
offer,5
quarter,7
wire,4
space,5
zero,4
into,4
different,9
red,3
congress,8
skin,4
roll,4
fully,5
duck,4
again,5
kill,4
hole,4
cake,4
drive,5
badly,5
opportunity,11
bee,3
worth,5
pen,3
conversation,12
guard,5
row,3
colony,6
hay,3
must,4
deal,4
view,4
region,6
handsome,8
radio,5
floating,8
model,5
strange,7
fierce,6
newspaper,9
flat,4
explore,7
salt,4
ought,5
began,5
upon,4
sold,4
son,3
passage,7
loud,4
say,3
corn,4
immediately,11
rice,4
particularly,12
command,7
tape,4
faster,6
teacher,7
scientist,9
pack,4
brought,7
sit,3
sudden,6
built,5
function,8
coach,5
power,5
flies,5
break,5
theory,6
express,7
funny,5
pencil,6
cookies,7
cost,4
happen,6
as,2
hunter,6
weigh,5
beneath,7
feel,4
meet,4
additional,10
run,3
foreign,7
replied,7
sense,5
storm,5
though,6
pie,3
last,4
thy,3
selection,9
oldest,6
thou,4
under,5
leave,5
day,3
rabbit,6
appearance,10
dust,4
rose,4
plastic,7
also,4
oxygen,6
seldom,6
cry,3
create,6
keep,4
bus,3
diagram,7
eventually,10
vertical,8
living,6
sweet,5
song,4
eaten,5
roof,4
final,5
map,3
wood,4
tank,4
frame,5
browserling,11
summer,6
sang,4
swim,4
bite,4
interest,8
heavy,5
fill,4
body,4
yellow,6
hard,4
needed,6
while,5
activity,8
food,4
observe,7
were,4
birds,5
breath,6
related,7
sharp,5
wagon,5
board,5
type,4
skill,5
magic,5
certain,7
fair,4
stronger,8
evidence,8
equipment,9
straight,8
failed,6
trap,4
repeat,6
park,4
stronger,8
usual,5
quiet,5
smell,5
dinner,6
than,4
string,6
scale,5
truth,5
origin,6
stuck,5
sold,4
spider,6
difficulty,10
few,3
driver,6
lunch,5
machine,7
play,4
load,4
notice,6
television,10
experiment,10
salt,4
elephant,8
setting,7
coat,4
pot,3
one,3
article,7
herself,7
swing,5
find,4
mill,4
hold,4
government,10
power,5
area,4
important,9
piece,5
being,5
further,7
occur,5
such,4
several,7
kitchen,7
blew,4
air,3
sell,4
empty,5
between,7
building,8
shells,6
egg,3
skin,4
stage,5
as,2
myself,6
dozen,5
parallel,8
settle,6
sense,5
statement,9
globe,5
thrown,6
goose,5
because,7
blind,5
duck,4
last,4
far,3
example,7
cross,5
plain,5
different,9
off,3
product,7
look,4
kitchen,7
ago,3
heavy,5
tank,4
newspaper,9
aid,3
day,3
teach,5
mail,4
per,3
throat,6
thrown,6
length,6
beat,4
provide,7
news,4
perfectly,9
explore,7
led,3
hung,4
forgotten,9
frozen,6
you,3
worth,5
world,5
ruler,5
obtain,6
lack,4
river,5
locate,6
cut,3
yes,3
merely,6
refer,5
gently,6
enemy,5
television,10
heading,7
whether,7
recent,6
come,4
lesson,6
huge,4
volume,6
object,6
baby,4
press,5
suggest,7
care,4
might,5
unhappy,7
solid,5
biggest,7
inch,4
weigh,5
manufacturing,13
been,4
solution,8
airplane,8
melted,6
sugar,5
girl,4
opinion,7
certainly,9
belong,6
making,6
quarter,7
trade,5
smoke,5
arrangement,11
sell,4
design,6
knife,5
door,4
film,4
unknown,7
expect,6
exist,5
poet,4
lady,4
rhyme,5
mathematics,11
thing,5
promised,8
factory,7
wonderful,9
ride,4
mouth,5
into,4
tower,5
poem,4
mysterious,10
because,7
fierce,6
ten,3
danger,6
idea,4
into,4
pack,4
gave,4
western,7
second,6
specific,8
noise,5
circus,6
drew,4
steel,5
term,4
none,4
slept,5
principle,9
satisfied,9
pattern,7
solution,8
special,7
determine,9
service,7
zero,4
needed,6
giving,6
remarkable,10
wire,4
fear,4
furniture,9
glad,4
folks,5
example,7
state,5
know,4
cell,4
activity,8
troops,6
drove,5
baby,4
connected,9
slightly,8
red,3
well,4
produce,7
fish,4
hard,4
be,2
box,3
lion,4
oldest,6
nervous,7
fairly,6
split,5
record,6
gun,3
weather,7
sharp,5
gradually,9
below,5
fur,3
cattle,6
rough,5
accurate,8
ordinary,8
composition,11
shown,5
slightly,8
ride,4
fought,6
pressure,8
porch,5
follow,6
given,5
breakfast,9
window,6
slightly,8
trail,5
warm,4
log,3
news,4
shoot,5
yellow,6
wooden,6
loud,4
fill,4
shown,5
safety,6
lion,4
lot,3
pilot,5
source,6
go,2
steel,5
wagon,5
organized,9
live,4
equator,7
process,7
stone,5
familiar,8
immediately,11
jungle,6
nose,4
steep,5
headed,6
angry,5
giving,6
green,5
accept,6
split,5
property,8
hurry,5
exact,5
cup,3
nice,4
loose,5
drink,5
loose,5
correct,7
different,9
fear,4
begun,5
call,4
parallel,8
explanation,11
mirror,6
health,6
article,7
floating,8
six,3
famous,6
size,4
metal,5
muscle,6
born,4
tired,5
nearly,6
next,4
tears,5
repeat,6
complex,7
angry,5
rays,4
clothing,8
old,3
loss,4
dance,5
least,5
section,7
clay,4
type,4
several,7
lying,5
silk,4
cage,4
variety,7
passage,7
battle,6
compare,7
cake,4
garden,6
follow,6
saddle,6
mountain,8
blue,4
mark,4
zero,4
east,4
friendly,8
brain,5
breakfast,9
bark,4
mistake,7
largest,7
against,7
needs,5
lying,5
allow,5
pass,4
being,5
flame,5
throat,6
for,3
any,3
lake,4
mirror,6
tired,5
atmosphere,10
coal,4
furniture,9
poor,4
radio,5
stems,5
eye,3
tobacco,7
shaking,7
pure,4
main,4
captain,7
of,2
buffalo,7
recognize,9
ants,4
score,5
strong,6
laugh,5
life,4
cry,3
live,4
fourth,6
front,5
cannot,6
send,4
rough,5
far,3
law,3
make,4
rock,4
theory,6
fight,5
lose,4
closer,6
pay,3
blow,4
past,4
busy,4
condition,9
final,5
path,4
cutting,7
each,4
tobacco,7
spirit,6
slowly,6
leaving,7
label,5
get,3
say,3
gray,4
herd,4
stuck,5
ruler,5
stared,6
though,6
touch,5
sail,4
could,5
white,5
industry,8
themselves,10
generally,9
sale,4
dangerous,9
ants,4
day,3
sale,4
money,5
son,3
whether,7
cent,4
again,5
cell,4
cloud,5
today,5
to,2
continent,9
cat,3
chance,6
skill,5
pictured,8
view,4
nature,6
means,5
wire,4
flag,4
statement,9
cry,3
wire,4
sharp,5
spell,5
orbit,5
new,3
wall,4
running,7
cabin,5
shelter,7
community,9
national,8
scared,6
behind,6
balloon,7
here,4
pale,4
desk,4
gain,4
open,4
brother,7
consonant,9
swept,5
wrong,5
sense,5
edge,4
find,4
on,2
snow,4
chest,5
supply,6
moving,6
wrapped,7
decide,6
nine,4
hidden,6
fresh,5
bus,3
spirit,6
belong,6
cool,4
level,5
shop,4
treated,7
at,2
what,4
region,6
hardly,6
view,4
letter,6
small,5
cast,4
draw,4
alive,5
saved,5
fight,5
step,4
sum,3
world,5
drink,5
explanation,11
flower,6
strong,6
movement,8
mice,4
hand,4
plant,5
anywhere,8
basket,6
flight,6
depend,6
fell,4
separate,8
country,7
rush,4
choose,6
pan,3
price,5
test,4
very,4
parallel,8
body,4
nothing,7
steam,5
joined,6
command,7
lead,4
special,7
yesterday,9
free,4
teach,5
low,3
clothing,8
action,6
evidence,8
comfortable,11
horse,5
whispered,9
system,6
speech,6
aloud,5
anything,8
balloon,7
temperature,11
bar,3
either,6
tip,3
frozen,6
flat,4
policeman,9
environment,11
chance,6
corn,4
slip,4
long,4
engineer,8
voyage,6
suit,4
top,3
slightly,8
heading,7
having,6
friendly,8
previous,8
music,5
walk,4
park,4
fresh,5
orbit,5
basis,5
day,3
four,4
design,6
lack,4
brown,5
failed,6
volume,6
test,4
rod,3
closely,7
whenever,8
tightly,7
rope,4
halfway,7
through,7
opportunity,11
beautiful,9
aloud,5
damage,6
until,5
dress,5
plates,6
settle,6
diameter,8
composition,11
turn,4
affect,6
how,3
fellow,6
lost,4
vowel,5
hold,4
chance,6
south,5
suppose,7
slightly,8
education,9
load,4
slightly,8
brave,5
soldier,7
animal,6
excellent,9
design,6
police,6
fix,3
late,4
mean,4
mouth,5
buy,3
row,3
into,4
send,4
shells,6
respect,7
low,3
class,5
donkey,6
onto,4
floating,8
lamp,4
origin,6
rule,4
did,3
ability,7
paid,4
compass,7
amount,6
born,4
it,2
probably,8
origin,6
notice,6
task,4
my,2
father,6
shown,5
trap,4
simply,6
major,5
from,4
fierce,6
nice,4
told,4
string,6
can,3
gold,4
increase,8
took,4
got,3
color,5
mail,4
row,3
smaller,7
trouble,7
lips,4
men,3
magnet,6
remove,6
men,3
ahead,5
own,3
country,7
white,5
syllable,8
rapidly,7
seen,4
herself,7
root,4
wide,4
attempt,7
its,3
but,3
mental,6
reach,5
when,4
fair,4
hunt,4
respect,7
offer,5
pencil,6
gold,4
broad,5
began,5
seed,4
seldom,6
hit,3
merely,6
back,4
success,7
trail,5
element,7
see,3
still,5
birds,5
your,4
made,4
cave,4
entirely,8
person,6
furniture,9
something,9
original,8
eleven,6
press,5
beat,4
men,3
sold,4
gave,4
within,6
child,5
wire,4
brush,5
leave,5
yes,3
purpose,7
general,7
third,5
south,5
art,3
section,7
bicycle,7
herd,4
citizen,7
furniture,9
luck,4
away,4
remarkable,10
national,8
burst,5
production,10
article,7
prize,5
concerned,9
record,6
writer,6
citizen,7
people,6
death,5
gold,4
furniture,9
cross,5
tired,5
birthday,8
was,3
war,3
several,7
consider,8
model,5
ancient,7
fully,5
brown,5
entirely,8
mad,3
planned,7
month,5
independent,11
breakfast,9
wool,4
within,6
greatly,7
constantly,10
kept,4
women,5
continent,9
man,3
camp,4
bottle,6
main,4
medicine,8
outside,7
suppose,7
border,6
plus,4
said,4
add,3
meet,4
shaking,7
spoken,6
go,2
knowledge,9
whenever,8
salt,4
paper,5
upon,4
create,6
hay,3
sometime,8
introduced,10
easy,4
wheel,5
whether,7
sail,4
game,4
deal,4
away,4
lion,4
married,7
flies,5
task,4
birthday,8
gas,3
easily,6
coming,6
mixture,7
train,5
red,3
value,5
when,4
rate,4
cowboy,6
green,5
gone,4
mountain,8
pole,4
chicken,7
loud,4
was,3
his,3
else,4
recall,6
silence,7
tip,3
entire,6
curve,5
comfortable,11
that,4
repeat,6
lay,3
flight,6
large,5
date,4
hat,3
previous,8
doctor,6
journey,7
trunk,5
pine,4
view,4
wide,4
voice,5
plenty,6
chair,5
pound,5
several,7
victory,7
see,3
plain,5
underline,9
repeat,6
read,4
trap,4
layers,6
leather,7
salmon,6
occasionally,12
lay,3
down,4
wear,4
partly,6
mission,7
gulf,4
atomic,6
hung,4
thick,5
especially,10
poor,4
have,4
according,9
each,4
tie,3
because,7
matter,6
girl,4
pleasure,8
write,5
age,3
cow,3
structure,9
solution,8
silent,6
in,2
measure,7
announced,9
knowledge,9
fell,4
including,9
women,5
syllable,8
when,4
shoot,5
ourselves,9
am,2
dance,5
motor,5
review,6
age,3
author,6
planet,6
heart,5
clearly,7
ship,4
only,4
quiet,5
obtain,6
dark,4
plenty,6
compare,7
instead,7
bet,3
only,4
truth,5
higher,6
shorter,7
seeing,6
expression,10
positive,8
poem,4
smile,5
people,6
pine,4
expect,6
it,2
wagon,5
mysterious,10
vertical,8
orbit,5
late,4
influence,9
minerals,8
express,7
boy,3
alphabet,8
divide,6
likely,6
motor,5
gone,4
butter,6
am,2
bark,4
saw,3
fire,4
famous,6
planet,6
out,3
beyond,6
drew,4
weak,4
valley,6
bill,4
closely,7
without,7
pride,5
card,4
ice,3
vote,4
grass,5
basic,5
shoot,5
simplest,8
musical,7
arrive,6
seeing,6
were,4
is,2
think,5
seven,5
frame,5
alive,5
throat,6
basket,6
calm,4
make,4
proper,6
kill,4
easier,6
this,4
snow,4
control,7
diameter,8
most,4
largest,7
quick,5
rich,4
ocean,5
form,4
population,10
arrive,6
deer,4
steep,5
troops,6
tax,3
journey,7
wealth,6
similar,7
became,6
feed,4
fix,3
although,8
real,4
slightly,8
appropriate,11
kept,4
circle,6
practice,8
learn,5
once,4
chosen,6
best,4
due,3
early,5
gas,3
needs,5
lion,4
fireplace,9
bill,4
see,3
charge,6
come,4
mark,4
mouth,5
separate,8
dish,4
dinner,6
flew,4
facing,6
larger,6
team,4
town,4
everybody,9
mirror,6
soon,4
fall,4
coffee,6
she,3
powerful,8
enough,6
successful,10
continued,9
shinning,8
rhythm,6
sport,5
tribe,5
five,4
circus,6
got,3
specific,8
read,4
move,4
nearly,6
activity,8
never,5
wagon,5
also,4
relationship,12
dream,5
clothes,7
burn,4
further,7
condition,9
party,5
pencil,6
grow,4
flow,4
change,6
truck,5
guard,5
trick,5
lucky,5
tea,3
maybe,5
send,4
triangle,8
equally,7
conversation,12
major,5
though,6
soap,4
farmer,6
recall,6
definition,10
single,6
chapter,7
search,6
season,6
event,5
fine,4
customs,7
package,7
lovely,6
fur,3
owner,5
ship,4
station,7
southern,8
local,5
air,3
dust,4
tree,4
dead,4
indicate,8
wave,4
personal,8
height,6
chair,5
information,11
characteristic,14
variety,7
regular,7
lower,5
east,4
back,4
development,11
start,5
having,6
bone,4
weight,6
cloth,5
aside,5
ring,4
bound,5
vertical,8
parallel,8
explanation,11
eye,3
garden,6
coat,4
reader,6
entirely,8
answer,6
plural,6
president,9
funny,5
plenty,6
shop,4
huge,4
replied,7
vapor,5
example,7
gate,4
forth,5
ready,5
tribe,5
necessary,9
truck,5
watch,5
plate,5
native,6
popular,7
bat,3
instead,7
hospital,8
doing,5
last,4
claws,5
several,7
war,3
trip,4
wind,4
quietly,7
apartment,9
guard,5
tell,4
constantly,10
properly,8
rear,4
rocket,6
skill,5
me,2
rise,4
tie,3
composition,11
pink,4
space,5
late,4
doll,4
industrial,10
clothing,8
melted,6
below,5
serious,7
tropical,8
bring,5
summer,6
ancient,7
advice,6
clean,5
topic,5
heart,5
drawn,5
strength,8
instead,7
equator,7
group,5
ago,3
dream,5
husband,7
signal,6
ever,4
balance,7
parent,6
so,2
hand,4
slide,5
atomic,6
dry,3
when,4
test,4
weather,7
her,3
upward,6
strong,6
egg,3
sleep,5
mean,4
enough,6
try,3
film,4
bigger,6
pride,5
airplane,8
deep,4
giant,5
sister,6
poetry,6
grow,4
dead,4
world,5
excited,7
voice,5
mirror,6
snake,5
making,6
pond,4
ranch,5
simple,6
girl,4
special,7
improve,7
stood,5
feature,7
ago,3
base,4
class,5
effect,6
pay,3
hope,4
important,9
service,7
listen,6
guess,5
excited,7
fully,5
nor,3
